symbol,ticker,company_name,industry_constituent,market_cap,sector,industry,meta_updated_at,date,open,high,low,close,prev_close,pct_change,volume,avg_volume_20,unusual_volume_ratio,volatility_20d_pct,move_vs_vol,rsi_14,sma_50,sma_200,crossover
AARTIIND,AARTIIND.NS,Aarti Industries Ltd.,Chemicals,158112776192.0,Basic Materials,Specialty Chemicals,2026-03-25,2026-03-25,423.0,435.3999938964844,421.04998779296875,434.6000061035156,418.70001220703125,3.797466785986714,409236.0,867496.1,0.4717439075518611,3.329284672725013,1.1406254373791638,52.9510827809156,416.0480023193359,403.3135493469238,None
AAVAS,AAVAS.NS,Aavas Financiers Ltd.,Financial Services,90038124544.0,Financial Services,Mortgage Finance,2026-03-25,2026-03-25,1130.0,1162.199951171875,1114.699951171875,1137.0999755859375,1114.199951171875,2.0552885853187375,152534.0,264229.95,0.577277481224214,1.982421824124117,1.0367564361468906,37.590764850385284,1300.7319946289062,1582.2884985351564,None
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Ltd.,Healthcare,571181236224.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,26860.0,27100.0,26705.0,26910.0,26800.0,0.4104477611940327,3605.0,9385.0,0.38412360149174213,2.014854722712713,0.20371084652764626,51.301918713467884,27007.1,29903.91326171875,None
ACE,ACE.NS,Action Construction Equipment Ltd.,Capital Goods,98580611072.0,Industrials,Farm & Heavy Construction Machinery,2026-03-25,2026-03-25,812.0,834.7000122070312,804.6500244140625,828.2000122070312,798.75,3.6870124828834117,131549.0,214603.2,0.612987131599156,2.3015184247962774,1.60199129546824,45.10242339273864,860.1650024414063,1016.2689627075196,None
ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power,1178591690752.0,Utilities,Utilities - Independent Power Producers,2026-03-25,2026-03-25,971.9000244140625,999.0,970.2999877929688,979.0999755859375,967.2999877929688,1.2198891700486936,399477.0,1778076.75,0.22466802965620017,2.5021981943802882,0.48752699637800667,47.70069812731683,973.1759973144531,921.0982498168945,None
ADANIENT,ADANIENT.NS,Adani Enterprises Ltd.,Metals & Mining,2599930822656.0,Energy,Thermal Coal,2026-03-25,2026-03-25,1847.9000244140625,1910.0,1839.199951171875,1908.4000244140625,1817.9000244140625,4.978271565245707,1514838.0,1938648.05,0.7813888652971333,2.2203646723517774,2.24209636697777,39.112520200899326,2086.5360009765627,2335.0713940429687,None
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,1422748418048.0,Utilities,Utilities - Renewable,2026-03-25,2026-03-25,843.0,868.75,843.0,863.5999755859375,839.5499877929688,2.864628448889861,1396866.0,3044541.35,0.4588099944840624,2.508404307614405,1.142012250654377,45.04408849242136,909.0089990234375,986.5437490844727,None
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Ltd.,Services,3190061531136.0,Industrials,Marine Shipping,2026-03-25,2026-03-25,1359.699951171875,1392.699951171875,1354.800048828125,1384.9000244140625,1344.199951171875,3.0278287993318997,1173735.0,2780827.25,0.4220812349994053,2.537367979680382,1.1932951087816985,45.25575889939275,1454.04400390625,1435.106049194336,None
ADANIPOWER,ADANIPOWER.NS,Adani Power Ltd.,Power,2973329260544.0,Utilities,Utilities - Independent Power Producers,2026-03-25,2026-03-25,152.89999389648438,155.3000030517578,152.1999969482422,154.27999877929688,150.11000061035156,2.777961596156131,12826982.0,27858913.45,0.4604264995123132,2.4780607508921846,1.1210223942879416,61.04925911695981,143.82800109863283,137.1530502319336,None
ATGL,ATGL.NS,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,578861334528.0,Utilities,Utilities - Regulated Gas,2026-03-25,2026-03-25,529.0,531.4000244140625,522.75,525.4000244140625,521.9000244140625,0.6706265254402766,1202316.0,10281113.65,0.11694414057955677,6.084358751376241,0.11022139765979205,49.60367743188015,528.8590032958984,597.0978450012207,None
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Ltd.,Financial Services,820853538816.0,Financial Services,Financial Conglomerates,2026-03-25,2026-03-25,307.8999938964844,316.5,304.54998779296875,313.3500061035156,302.3999938964844,3.6210358558339095,2923562.0,9848448.8,0.29685507427321955,2.7709460018847323,1.306786871115845,43.63303673877193,338.5639996337891,311.0067498779297,None
ABFRL,ABFRL.NS,Aditya Birla Fashion and Retail Ltd.,Consumer Services,72606171136.0,Consumer Cyclical,Apparel Manufacturing,2026-03-25,2026-03-25,59.0,60.54999923706055,58.439998626708984,59.63999938964844,58.130001068115234,2.597623075499045,2206948.0,5340932.1,0.4132140155835346,2.679715251004575,0.9693653363077456,41.99962555642811,66.13820014953613,75.94189985275268,None
ABLBL,ABLBL.NS,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,114528460800.0,Consumer Cyclical,Apparel Retail,2026-03-25,2026-03-25,92.69999694824219,94.44999694824219,92.25,93.9000015258789,92.02999877929688,2.0319491159253467,836135.0,3620728.1,0.2309300717720284,2.78329429812555,0.7300518372397027,37.563179462386856,106.02539978027343,,None
ABREL,ABREL.NS,Aditya Birla Real Estate Ltd.,Forest Materials,130094948352.0,Real Estate,Real Estate Services,2026-03-25,2026-03-25,1159.0,1217.9000244140625,1146.4000244140625,1176.0999755859375,1133.699951171875,3.739968795997095,261798.0,252857.55,1.0353576549325896,3.210257084544821,1.1650060096440473,44.26684444462251,1295.656005859375,1737.4517602539063,None
ABSLAMC,ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd.,Financial Services,270510342144.0,Financial Services,Asset Management,2026-03-25,2026-03-25,915.0,940.0499877929688,897.0,936.4500122070312,899.7000122070312,4.084694842878744,190832.0,787375.2,0.24236475824994236,4.217270411611931,0.9685636547355014,53.51067715388354,869.5450036621094,819.8970748901368,None
AEGISLOG,AEGISLOG.NS,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,216882905088.0,Energy,Oil & Gas Refining & Marketing,2026-03-25,2026-03-25,604.0,619.8499755859375,595.0,617.1500244140625,599.7999877929688,2.892637041380275,346884.0,879182.8,0.39455275967637216,2.9221191840628737,0.9899106980839819,42.58357111697243,674.5559997558594,735.0231692504883,None
AEGISVOPAK,AEGISVOPAK.NS,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,195361079296.0,Energy,Oil & Gas Equipment & Services,2026-03-25,2026-03-25,178.39999389648438,179.49000549316406,174.0,175.3000030517578,177.6699981689453,-1.3339309628032314,768467.0,1029354.65,0.7465522208502191,3.378396971313747,0.39484139197665385,32.915801439468126,209.4624008178711,244.5267497253418,None
AFCONS,AFCONS.NS,Afcons Infrastructure Ltd.,Construction,105517408256.0,Industrials,Engineering & Construction,2026-03-25,2026-03-25,278.0,287.45001220703125,278.0,286.79998779296875,277.0,3.5379017303136306,204974.0,601278.8,0.3408967686870051,2.0128172067866967,1.7576865491733402,44.28760147563461,315.67799865722657,396.3690400695801,None
AFFLE,AFFLE.NS,Affle 3i Ltd.,Information Technology,195674587136.0,Communication Services,Advertising Agencies,2026-03-25,2026-03-25,1320.0,1399.5,1310.0,1394.800048828125,1303.0,7.045283870155417,271151.0,337192.05,0.8041441071935118,3.0008931690017433,2.347728983800864,49.83036356630504,1502.87599609375,1785.8015002441407,None
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharmaceuticals Ltd.,Healthcare,365789839360.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,2910.0,2957.800048828125,2877.5,2923.199951171875,2863.199951171875,2.095557454010244,28764.0,130448.15,0.22050140228128956,2.2096428586433605,0.94836930131634,49.06348982058797,2879.9639990234373,2651.7935510253906,None
AKUMS,AKUMS.NS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,75230511104.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,478.79998779296875,495.79998779296875,478.79998779296875,491.6499938964844,477.70001220703125,2.920238922541052,67074.0,141265.45,0.47480824221350654,2.7525328906370503,1.0609278938952797,55.82007160470406,463.39900268554686,477.64300064086916,None
AKZOINDIA,AKZOINDIA.NS,Akzo Nobel India Ltd.,Consumer Durables,132372021248.0,Basic Materials,Specialty Chemicals,2026-03-25,2026-03-25,2852.5,2925.89990234375,2852.5,2909.800048828125,2852.39990234375,2.012345689579176,18951.0,44888.9,0.4221756380753371,2.411555368617821,0.8344596668881579,49.98820728969612,2939.556015625,3242.6118774414062,None
APLLTD,APLLTD.NS,Alembic Pharmaceuticals Ltd.,Healthcare,135001513984.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,675.0,686.0,667.2000122070312,685.4000244140625,673.2000122070312,1.8122418279575614,55855.0,75351.05,0.7412637249248683,2.1550800663195613,0.8409162407838062,42.954852412128055,744.6830004882812,884.8604074096679,None
ALKEM,ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,651689000960.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,5355.0,5453.0,5311.5,5441.0,5297.0,2.7185199169341034,30966.0,113614.8,0.27255251956611287,1.8491957104532786,1.4701093570391932,50.345703868059445,5554.2490234375,5355.756103515625,None
ALKYLAMINE,ALKYLAMINE.NS,Alkyl Amines Chemicals Ltd.,Chemicals,71197630464.0,Basic Materials,Specialty Chemicals,2026-03-25,2026-03-25,1398.0,1428.0,1365.0,1391.0999755859375,1414.699951171875,-1.668196536402533,294707.0,193071.8,1.5264114179284598,4.204271407822315,0.39678611930208574,50.26130776405516,1481.752001953125,1831.5339904785155,None
ALOKINDS,ALOKINDS.NS,Alok Industries Ltd.,Textiles,64448815104.0,Consumer Cyclical,Textile Manufacturing,2026-03-25,2026-03-25,12.890000343322754,13.079999923706055,12.670000076293945,12.989999771118164,12.630000114440918,2.850353550398066,3640169.0,4773272.25,0.7626149964523813,2.6131764224957665,1.0907620036138925,41.961799605697685,14.472200050354004,17.18450002193451,None
ARE&M,ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,134538436608.0,Industrials,Electrical Equipment & Parts,2026-03-25,2026-03-25,733.4000244140625,748.0,722.5,735.0,727.2000122070312,1.072605564086282,531320.0,350827.45,1.5144767035760742,1.5332344745289872,0.6995704713825904,28.339373568244795,830.7690026855469,935.0429415893555,None
AMBER,AMBER.NS,Amber Enterprises India Ltd.,Consumer Durables,237790101504.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-03-25,2026-03-25,6551.0,6803.0,6498.5,6743.0,6452.0,4.510229386236819,234127.0,343805.55,0.6809866798252675,3.4741931140482407,1.29820917783737,44.99201546505837,6874.15,7253.4275,None
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Ltd.,Construction Materials,1048053088256.0,Basic Materials,Building Materials,2026-03-25,2026-03-25,414.0,427.70001220703125,414.0,423.8999938964844,407.54998779296875,4.011779313761443,3075154.0,3084921.15,0.9968339061113443,2.748334321145451,1.459712991572806,36.496329772713906,499.6850012207031,551.0298205566406,None
ANANDRATHI,ANANDRATHI.NS,Anand Rathi Wealth Ltd.,Financial Services,249152339968.0,Financial Services,Asset Management,2026-03-25,2026-03-25,2985.0,3015.0,2970.0,2998.89990234375,2970.60009765625,0.9526628882099653,38317.0,175820.8,0.21793212179673851,1.3362573391646524,0.7129336994366016,44.53558313423686,3031.163974609375,2834.467781982422,None
ANANTRAJ,ANANTRAJ.NS,Anant Raj Ltd.,Realty,166588334080.0,Real Estate,Real Estate - Development,2026-03-25,2026-03-25,454.70001220703125,469.75,453.54998779296875,460.3999938964844,449.29998779296875,2.47051110729839,1208604.0,1785964.6,0.6767233796235379,2.9680860709141665,0.8323583104641826,42.045515717786536,515.1689996337891,565.2372160339355,None
ANGELONE,ANGELONE.NS,Angel One Ltd.,Financial Services,218309591040.0,Financial Services,Capital Markets,2026-03-25,2026-03-25,233.5,240.35000610351562,233.10000610351562,240.08999633789062,230.44000244140625,4.187638341541011,4310456.0,8495004.9,0.5074106549367617,3.35896543634074,1.2467048026856233,54.13706333610339,246.19561645507812,252.28722114562987,None
APARINDS,APARINDS.NS,Apar Industries Ltd.,Capital Goods,403505184768.0,Industrials,Electrical Equipment & Parts,2026-03-25,2026-03-25,9859.0,10185.0,9859.0,10024.0,9859.0,1.6735977279642933,49232.0,127654.95,0.3856646373681553,3.308239345549493,0.5058877406242539,55.59253550263824,9206.4,8741.5983984375,None
APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare,1089887666176.0,Healthcare,Medical Care Facilities,2026-03-25,2026-03-25,7461.0,7598.0,7437.5,7593.0,7413.0,2.4281667341157442,276788.0,448516.65,0.6171186732978586,1.6513260788453423,1.4704344376451637,53.79531401096069,7373.096416015625,7416.641779785156,None
APOLLOTYRE,APOLLOTYRE.NS,Apollo Tyres Ltd.,Automobile and Auto Components,263746863104.0,Consumer Cyclical,Auto Parts,2026-03-25,2026-03-25,409.0,417.20001220703125,405.29998779296875,415.8500061035156,404.70001220703125,2.7551256634952725,619379.0,1186042.95,0.5222230780091058,2.467931675243731,1.1163703157313618,40.11284050371924,467.6754455566406,476.1895932006836,None
APTUS,APTUS.NS,Aptus Value Housing Finance India Ltd.,Financial Services,103834009600.0,Financial Services,Mortgage Finance,2026-03-25,2026-03-25,203.0,209.05999755859375,202.22000122070312,207.0500030517578,200.30999755859375,3.3647873672368878,3634139.0,2104239.25,1.727055989474581,2.5173896910357327,1.3366176000555994,31.38498329170129,246.3545983886719,296.6694151306152,None
ASAHIINDIA,ASAHIINDIA.NS,Asahi India Glass Ltd.,Automobile and Auto Components,213896658944.0,Consumer Cyclical,Auto Parts,2026-03-25,2026-03-25,817.5,846.5,811.2999877929688,838.0999755859375,813.0,3.0873278703490215,76517.0,739057.0,0.1035332863365072,2.66261926545018,1.1595078238972458,42.950921111318614,917.1410009765625,899.230837097168,None
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Ltd.,Capital Goods,1009715576832.0,Industrials,Farm & Heavy Construction Machinery,2026-03-25,2026-03-25,169.8699951171875,172.38999938964844,169.7899932861328,172.02999877929688,167.1300048828125,2.931845720892623,7417464.0,21181142.5,0.35019187468286944,3.019073038117632,0.9711079142095236,39.372823717926906,193.38979949951172,152.97753078460693,None
ASIANPAINT,ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,2192113532928.0,Basic Materials,Specialty Chemicals,2026-03-25,2026-03-25,2225.10009765625,2288.800048828125,2222.0,2287.89990234375,2217.300048828125,3.1840460001314685,815893.0,1202724.75,0.6783705082979293,2.126491171059405,1.4973238748718605,48.94169754197242,2420.1,2515.1549267578125,None
ASTERDM,ASTERDM.NS,Aster DM Healthcare Ltd.,Healthcare,335545958400.0,Healthcare,Medical Care Facilities,2026-03-25,2026-03-25,636.0499877929688,651.0,627.5,650.0,633.8499755859375,2.547925382364058,472795.0,906973.9,0.5212884295788446,2.0658079446582884,1.2333796028582502,53.24242914946888,612.9019995117187,624.2515142822266,None
ASTRAZEN,ASTRAZEN.NS,AstraZenca Pharma India Ltd.,Healthcare,209274994688.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,8294.0,8449.5,8284.5,8347.5,8276.0,0.8639439342677635,2148.0,5183.2,0.4144158049081649,1.1724235380370116,0.7368872307990887,41.0256378004104,8589.36,8942.617465820313,None
ASTRAL,ASTRAL.NS,Astral Ltd.,Capital Goods,447490588672.0,Industrials,Building Products & Equipment,2026-03-25,2026-03-25,1614.0,1678.0,1606.4000244140625,1664.300048828125,1594.4000244140625,4.384095794262843,396496.0,737289.15,0.537775444003211,2.8832784810554144,1.5205245775142955,54.45747122620533,1567.5459985351563,1477.1991796875,None
ATHERENERG,ATHERENERG.NS,Ather Energy Ltd.,Automobile and Auto Components,301733019648.0,Consumer Cyclical,Auto Manufacturers,2026-03-25,2026-03-25,763.0,789.9000244140625,762.2000122070312,788.0499877929688,757.0,4.101715692598251,1591815.0,2278402.25,0.6986540677792957,2.018629686018548,2.0319307305384404,67.34730232930397,690.6419958496094,573.1692491149902,None
ATUL,ATUL.NS,Atul Ltd.,Chemicals,184055136256.0,Basic Materials,Specialty Chemicals,2026-03-25,2026-03-25,6197.0,6286.0,6082.5,6245.0,6118.0,2.0758417783589334,24470.0,27921.3,0.8763918585452684,2.0839436068014447,0.9961122611878416,47.73200395628311,6292.24,6361.117819824219,None
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Ltd.,Healthcare,770607611904.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-25,2026-03-25,1290.4000244140625,1330.0,1282.0999755859375,1324.5,1281.5999755859375,3.347380245887477,823131.0,1584805.35,0.5193893369933411,1.823066451116076,1.8361262936072464,64.79448100345155,1203.7399926757812,1150.9091854858398,None
AIIL,AIIL.NS,Authum Investment & Infrastructure Ltd.,Financial Services,443125825536.0,Financial Services,Capital Markets,2026-03-25,2026-03-25,496.1000061035156,526.0,496.1000061035156,522.25,493.3999938964844,5.847184122496851,408653.0,1084119.75,0.37694452111955346,5.878702622173133,0.9946385279708824,59.102340193201904,508.6044012451172,558.1653015136719,None
DMART,DMART.NS,Avenue Supermarts Ltd.,Consumer Services,2548140605440.0,Consumer Defensive,Discount Stores,2026-03-25,2026-03-25,3780.0,3939.0,3761.0,3910.199951171875,3756.5,4.091573304189411,343528.0,434244.0,0.7910944077523235,1.8238458698803375,2.2433766864619207,54.985977534335966,3827.2299951171876,4112.124488525391,None
AXISBANK,AXISBANK.NS,Axis Bank Ltd.,Financial Services,3836495003648.0,Financial Services,Banks - Regional,2026-03-25,2026-03-25,1200.0,1235.9000244140625,1198.0,1235.0999755859375,1192.699951171875,3.5549615284550695,3781595.0,7134784.05,0.530022348749294,2.18565371946518,1.6264980572150984,44.014996819980134,1310.3400024414063,1213.544224243164,None
BASF,BASF.NS,BASF India Ltd.,Chemicals,150309388288.0,Basic Materials,Specialty Chemicals,2026-03-25,2026-03-25,3346.60009765625,3509.0,3323.699951171875,3458.5,3330.0,3.85885885885886,19481.0,21724.85,0.8967150521177362,2.6904735270417066,1.4342675443834767,49.60417699597642,3565.3039892578126,4296.460404052735,None
BEML,BEML.NS,BEML Ltd.,Capital Goods,125671858176.0,Industrials,Conglomerates,2026-03-25,2026-03-25,1459.9000244140625,1513.4000244140625,1459.800048828125,1507.9000244140625,1446.800048828125,4.223111247157285,180868.0,256563.85,0.7049629166384898,3.147343388562075,1.3418018709063377,42.34008613792219,1672.27783203125,1947.6810638427735,None
BLS,BLS.NS,BLS International Services Ltd.,Consumer Services,110724317184.0,Industrials,Specialty Business Services,2026-03-25,2026-03-25,258.0,276.79998779296875,252.4499969482422,267.6499938964844,259.3999938964844,3.1804164202456464,25579150.0,6612189.65,3.8684840202670228,4.861726832180169,0.654174232742615,54.27659182042405,270.2375924682617,325.61969383239745,None
BSE,BSE.NS,BSE Ltd.,Financial Services,1161610395648.0,Financial Services,Financial Data & Stock Exchanges,2026-03-25,2026-03-25,2840.0,2865.0,2814.39990234375,2863.800048828125,2805.89990234375,2.0635143269370104,2443227.0,4269057.8,0.572310592749529,2.594426017715321,0.7953644901981684,52.404423607661464,2822.704013671875,2604.1684997558596,None
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Ltd.,Automobile and Auto Components,2552368201728.0,Consumer Cyclical,Auto Manufacturers,2026-03-25,2026-03-25,9020.0,9145.0,8981.0,9120.5,8898.0,2.5005619240278776,160881.0,344314.35,0.467250348409818,2.412315048773344,1.0365818201479973,45.43181565371544,9521.35,8963.690708007813,None
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services,5473181368320.0,Financial Services,Credit Services,2026-03-25,2026-03-25,862.0499877929688,883.9000244140625,853.2999877929688,879.2999877929688,849.0,3.568903155826697,7799863.0,9755064.3,0.7995706394267437,2.598756505780774,1.373311869691482,43.65702547179175,945.4699987792969,965.696499633789,None
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,2802010030080.0,Financial Services,Financial Conglomerates,2026-03-25,2026-03-25,1720.800048828125,1765.0,1717.5999755859375,1753.199951171875,1704.4000244140625,2.8631733195726206,759081.0,1456469.15,0.5211789072223054,2.0355191482451755,1.4066059373801356,38.299812196927824,1934.5940063476562,2005.0615692138672,None
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Ltd.,Financial Services,1070198423552.0,Financial Services,Asset Management,2026-03-25,2026-03-25,9401.0,9662.0,9401.0,9606.0,9337.0,2.8810110313805204,20360.0,56409.15,0.36093435196240325,1.8832279363303863,1.5298259843120163,37.825764245332316,10588.82,12194.122919921874,None
BAJAJHFL,BAJAJHFL.NS,Bajaj Housing Finance Ltd.,Financial Services,666209681408.0,Financial Services,Mortgage Finance,2026-03-25,2026-03-25,79.79000091552734,81.4000015258789,79.48999786376953,79.9000015258789,78.75,1.4603193979414675,6519407.0,6401333.75,1.0184451013821925,1.4167373672331944,1.0307622511527215,32.893653231524354,87.38219970703125,104.63189990997314,None
BALKRISIND,BALKRISIND.NS,Balkrishna Industries Ltd.,Automobile and Auto Components,416211894272.0,Consumer Cyclical,Auto Parts,2026-03-25,2026-03-25,2079.0,2157.60009765625,2064.10009765625,2153.89990234375,2057.60009765625,4.680200238967336,70694.0,137766.65,0.5131430574816184,2.4683168530362956,1.896109988152528,40.4193714967418,2396.37439453125,2402.9935595703123,None
BALRAMCHIN,BALRAMCHIN.NS,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,102649978880.0,Consumer Defensive,Confectioners,2026-03-25,2026-03-25,485.0,509.70001220703125,482.70001220703125,507.1000061035156,476.95001220703125,6.321415897856619,737353.0,1208031.0,0.6103758926716285,3.051295176355372,2.071715626479393,60.89257826006069,456.09700073242186,497.13319610595704,None
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Ltd.,Financial Services,249056329728.0,Financial Services,Banks - Regional,2026-03-25,2026-03-25,151.64999389648438,155.5,150.27000427246094,154.47000122070312,149.99000549316406,2.9868628331660707,6090637.0,11906057.15,0.5115578501989636,3.274711894674423,0.9120994240817113,40.04540739567554,162.67779998779298,163.093212890625,None
BANKBARODA,BANKBARODA.NS,Bank of Baroda,Financial Services,1422641856512.0,Financial Services,Banks - Regional,2026-03-25,2026-03-25,273.8999938964844,277.45001220703125,270.8999938964844,275.1000061035156,270.5,1.7005567850335135,6622359.0,9740812.95,0.6798569107109279,2.4286057161644563,0.7002193784338264,40.65657420608287,295.9090020751953,270.12120109558106,None
BANKINDIA,BANKINDIA.NS,Bank of India,Financial Services,685176455168.0,Financial Services,Banks - Regional,2026-03-25,2026-03-25,148.0,150.8000030517578,147.80999755859375,150.47999572753906,146.3300018310547,2.8360512844630037,5020865.0,8757936.5,0.5732931495906598,2.7109210579278264,1.0461578274915997,43.669597946225906,160.99199981689452,135.5472324371338,None
MAHABANK,MAHABANK.NS,Bank of Maharashtra,Financial Services,513026686976.0,Financial Services,Banks - Regional,2026-03-25,2026-03-25,64.05000305175781,66.88999938964844,64.0199966430664,66.77999877929688,63.880001068115234,4.539758394946447,11885043.0,25702710.0,0.4624042756580921,3.6206110201459065,1.2538652646435076,51.28644875966551,66.55330772399903,58.664637336730955,None
BATAINDIA,BATAINDIA.NS,Bata India Ltd.,Consumer Durables,84796039168.0,Consumer Cyclical,Footwear & Accessories,2026-03-25,2026-03-25,643.9000244140625,661.0,640.1500244140625,658.0499877929688,640.0499877929688,2.812280344238105,182223.0,228677.75,0.7968549629336479,2.369625204701526,1.1868038619180432,30.70857947158821,802.3069995117188,1039.724054260254,None
BAYERCROP,BAYERCROP.NS,Bayer Cropscience Ltd.,Chemicals,205340639232.0,Basic Materials,Agricultural Inputs,2026-03-25,2026-03-25,4571.60009765625,4613.89990234375,4551.7001953125,4568.5,4571.60009765625,-0.06781209182840087,5051.0,23867.6,0.21162580234292516,2.215581807415631,0.030606900454513294,50.03447696461816,4553.461982421875,4986.2821362304685,None
