symbol,ticker,company_name,industry_constituent,market_cap,sector,industry,meta_updated_at,date,open,high,low,close,prev_close,pct_change,volume,avg_volume_20,unusual_volume_ratio,volatility_20d_pct,move_vs_vol
ABBOTINDIA,ABBOTINDIA.NS,Abbott India Ltd.,Healthcare,572881174528.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,27045.0,27090.0,26605.0,26670.0,26960.0,-1.0756676557863498,9442.0,8313.35,1.1357635610193242,1.2759925814748392,0.8430046313772871
ACE,ACE.NS,Action Construction Equipment Ltd.,Capital Goods,100044587008.0,Industrials,Farm & Heavy Construction Machinery,2026-03-14,2026-03-16,839.9500122070312,839.9500122070312,810.1500244140625,817.2999877929688,840.5499877929688,-2.7660460814528665,236737.0,191814.15,1.2341998752438232,1.916515529386824,1.443268285093335
ADANIENSOL,ADANIENSOL.NS,Adani Energy Solutions Ltd.,Power,1194237231104.0,Utilities,Utilities - Independent Power Producers,2026-03-14,2026-03-16,987.5,1014.2999877929688,969.9000244140625,996.5,992.2999877929688,0.42326033041406586,1627893.0,1356140.15,1.2003869954001436,2.079278421174249,0.20356116146053896
ADANIENT,ADANIENT.NS,Adani Enterprises Ltd.,Metals & Mining,2670887436288.0,Energy,Thermal Coal,2026-03-14,2026-03-16,1961.0,1994.800048828125,1946.5999755859375,1978.0,1961.0999755859375,0.8617625120826977,1465572.0,1384093.0,1.0588681540908016,1.7347911622306977,0.4967528834851753
ADANIGREEN,ADANIGREEN.NS,Adani Green Energy Ltd.,Power,1418795155456.0,Utilities,Utilities - Renewable,2026-03-14,2026-03-16,861.3499755859375,873.7999877929688,853.0,866.9500122070312,861.3499755859375,0.650146488630754,2608553.0,2927263.55,0.891123383816944,2.159116194769548,0.30111695248534176
ADANIPORTS,ADANIPORTS.NS,Adani Ports and Special Economic Zone Ltd.,Services,3140756963328.0,Industrials,Marine Shipping,2026-03-14,2026-03-16,1356.5999755859375,1383.0999755859375,1347.0,1373.9000244140625,1363.199951171875,0.7849232413036145,3322063.0,2486851.35,1.3358510551907334,2.1270799085594745,0.3690144588104305
ADANIPOWER,ADANIPOWER.NS,Adani Power Ltd.,Power,2826755375104.0,Utilities,Utilities - Independent Power Producers,2026-03-14,2026-03-16,149.89999389648438,155.0,146.39999389648438,154.05999755859375,146.57000732421875,5.110179340993581,90205120.0,22302373.8,4.044642099936465,2.3935336632169686,2.1349937205919107
ATGL,ATGL.NS,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,622712061952.0,Utilities,Utilities - Regulated Gas,2026-03-14,2026-03-16,588.9500122070312,604.2999877929688,514.0999755859375,522.0499877929688,565.9000244140625,-7.748724991927047,18275500.0,6186991.75,2.953858795754819,5.620986726348988,1.3785346539966112
ABCAPITAL,ABCAPITAL.NS,Aditya Birla Capital Ltd.,Financial Services,814087405568.0,Financial Services,Financial Conglomerates,2026-03-14,2026-03-16,309.0,317.1000061035156,307.5,314.6000061035156,310.75,1.238940017221446,3068909.0,10637539.85,0.2884980026655317,2.0285471090988323,0.6107524009002859
ABFRL,ABFRL.NS,Aditya Birla Fashion and Retail Ltd.,Consumer Services,72107458560.0,Consumer Cyclical,Apparel Manufacturing,2026-03-14,2026-03-16,59.279998779296875,59.439998626708984,57.529998779296875,58.4900016784668,59.279998779296875,-1.3326537063053756,4079463.0,3166276.1,1.2884103821520807,1.517370052620393,0.8782654593742475
ABLBL,ABLBL.NS,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,118518833152.0,Consumer Cyclical,Apparel Retail,2026-03-14,2026-03-16,97.41000366210938,98.0,94.26000213623047,95.75,97.41999816894531,-1.714225210771625,3194151.0,3156978.55,1.0117746919756552,2.398073666337807,0.7148342583609978
ABREL,ABREL.NS,Aditya Birla Real Estate Ltd.,Forest Materials,125374078976.0,Real Estate,Real Estate Services,2026-03-14,2026-03-16,1140.0,1142.0,1080.0999755859375,1094.9000244140625,1134.0,-3.4479696283895467,332725.0,166423.6,1.9992657291393767,1.823522288873261,1.8908294400503425
ABSLAMC,ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd.,Financial Services,269379239936.0,Financial Services,Asset Management,2026-03-14,2026-03-16,941.2999877929688,986.0,935.0,952.5,932.7999877929688,2.111922434051694,1436114.0,836116.65,1.717600050184385,3.838917715745445,0.5501348532138566
AEGISLOG,AEGISLOG.NS,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,211266912256.0,Energy,Oil & Gas Refining & Marketing,2026-03-14,2026-03-16,602.5,609.1500244140625,585.5999755859375,604.0999755859375,601.9000244140625,0.3655010936436831,561010.0,961177.3,0.5836696309827542,2.6191098135683917,0.13955164909473886
AEGISVOPAK,AEGISVOPAK.NS,Aegis Vopak Terminals Ltd.,Oil Gas & Consumable Fuels,213631844352.0,Energy,Oil & Gas Equipment & Services,2026-03-14,2026-03-16,192.25,193.74000549316406,183.00999450683594,188.9499969482422,192.80999755859375,-2.001971194039631,661532.0,1221138.55,0.5417337778747546,4.088047938618629,0.4897132382249184
AFCONS,AFCONS.NS,Afcons Infrastructure Ltd.,Construction,102556745728.0,Industrials,Engineering & Construction,2026-03-14,2026-03-16,276.6000061035156,280.5,272.8500061035156,278.5,278.8500061035156,-0.12551769620033904,461026.0,554684.65,0.8311497352594848,1.2911978900960344,0.09721027052716413
AFFLE,AFFLE.NS,Affle 3i Ltd.,Information Technology,188178923520.0,Communication Services,Advertising Agencies,2026-03-14,2026-03-16,1330.0,1339.800048828125,1293.0,1311.199951171875,1338.0999755859375,-2.01031499176908,179699.0,289969.2,0.6197175424148496,2.65431228988963,0.7573769670684347
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharmaceuticals Ltd.,Healthcare,378814529536.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,3020.0,3061.199951171875,2930.0,2954.10009765625,3030.60009765625,-2.524252541902916,186234.0,121955.8,1.5270614435721794,1.6394573107025208,1.5396878744108642
AKUMS,AKUMS.NS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,72051539968.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,468.0,481.1499938964844,461.3999938964844,463.70001220703125,470.29998779296875,-1.4033544029864786,136095.0,376178.55,0.3617829884239811,2.6688874427167226,0.5258200029439876
AKZOINDIA,AKZOINDIA.NS,Akzo Nobel India Ltd.,Consumer Durables,130518532096.0,Basic Materials,Specialty Chemicals,2026-03-14,2026-03-16,2866.0,2896.800048828125,2811.0,2884.699951171875,2866.0,0.6524756166041534,19559.0,38377.5,0.5096475799622174,2.155611044582695,0.30268708181093323
APLLTD,APLLTD.NS,Alembic Pharmaceuticals Ltd.,Healthcare,133582823424.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,678.0,686.9000244140625,667.0499877929688,675.2999877929688,677.9500122070312,-0.39088787762323607,52315.0,58300.85,0.8973282550768985,1.2431778759002376,0.3144263465436735
ALKEM,ALKEM.NS,Alkem Laboratories Ltd.,Healthcare,640330366976.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,5393.0,5407.0,5233.0,5323.0,5355.5,-0.6068527681822422,204293.0,114039.7,1.7914200054893166,1.58558126617401,0.38273204983467746
ALKYLAMINE,ALKYLAMINE.NS,Alkyl Amines Chemicals Ltd.,Chemicals,65382555648.0,Basic Materials,Specialty Chemicals,2026-03-14,2026-03-16,1278.4000244140625,1292.0,1242.0,1259.4000244140625,1278.4000244140625,-1.4862327626056215,41528.0,36697.1,1.1316425548612834,1.5831248965572766,0.9387969109939712
ALOKINDS,ALOKINDS.NS,Alok Industries Ltd.,Textiles,64697081856.0,Consumer Cyclical,Textile Manufacturing,2026-03-14,2026-03-16,12.970000267028809,12.979999542236328,12.510000228881836,12.609999656677246,13.029999732971191,-3.223331426716569,6139214.0,3997847.5,1.5356298608188532,1.4510552415130162,2.2213705822499215
ARE&M,ARE&M.NS,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,141622296576.0,Industrials,Electrical Equipment & Parts,2026-03-14,2026-03-16,770.0,774.9000244140625,758.8499755859375,769.0499877929688,773.7000122070312,-0.6010112887032237,351919.0,280486.3,1.2546744707317257,1.244133536618924,0.4830761899856354
AMBER,AMBER.NS,Amber Enterprises India Ltd.,Consumer Durables,226845491200.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-03-14,2026-03-16,6446.0,6610.0,6361.0,6528.5,6446.0,1.2798634812286602,308940.0,303127.85,1.0191739228183752,2.925546828526581,0.4374783779732725
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Ltd.,Construction Materials,1051390050304.0,Basic Materials,Building Materials,2026-03-14,2026-03-16,425.54998779296875,434.95001220703125,424.75,429.0,425.3500061035156,0.8581153976981781,6857129.0,2552944.1,2.685969113072237,1.7812961423231484,0.48173651607364554
ANANDRATHI,ANANDRATHI.NS,Anand Rathi Wealth Ltd.,Financial Services,252348956672.0,Financial Services,Asset Management,2026-03-14,2026-03-16,3050.0,3083.39990234375,3011.89990234375,3070.699951171875,3039.300048828125,1.0331293995095026,246476.0,176270.9,1.398279579896625,1.043185153738915,0.9903605278570432
ANANTRAJ,ANANTRAJ.NS,Anant Raj Ltd.,Realty,162033385472.0,Real Estate,Real Estate - Development,2026-03-14,2026-03-16,447.8999938964844,447.8999938964844,427.1499938964844,441.95001220703125,450.0,-1.7888861762152763,2838879.0,2151262.75,1.3196337825307485,1.9898533646574759,0.899004021094392
ANGELONE,ANGELONE.NS,Angel One Ltd.,Financial Services,195974119424.0,Financial Services,Capital Markets,2026-03-14,2026-03-16,215.5800018310547,217.89999389648438,210.6199951171875,216.6300048828125,215.5800018310547,0.48705958012777995,9982169.0,8264137.2,1.2078900384180455,2.1533454856139342,0.2261873830194581
APARINDS,APARINDS.NS,Apar Industries Ltd.,Capital Goods,361085927424.0,Industrials,Electrical Equipment & Parts,2026-03-14,2026-03-16,8989.0,9231.0,8856.0,9119.0,8989.0,1.4462120369340248,80268.0,151622.15,0.5293949465826728,3.688068758038834,0.39213261243617975
APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Ltd.,Healthcare,1085574152192.0,Healthcare,Medical Care Facilities,2026-03-14,2026-03-16,7565.0,7750.0,7410.0,7490.0,7550.0,-0.7947019867549643,481309.0,419912.5,1.1462126038162712,0.890373521637933,0.8925489892073933
APOLLOTYRE,APOLLOTYRE.NS,Apollo Tyres Ltd.,Automobile and Auto Components,253518708736.0,Consumer Cyclical,Auto Parts,2026-03-14,2026-03-16,401.45001220703125,414.25,392.04998779296875,412.79998779296875,400.29998779296875,3.1226581017196775,1670569.0,1261406.1,1.3243704783098798,2.050080386234764,1.5231881260299456
APTUS,APTUS.NS,Aptus Value Housing Finance India Ltd.,Financial Services,111169888256.0,Financial Services,Mortgage Finance,2026-03-14,2026-03-16,222.00999450683594,224.5,217.0,222.1999969482422,222.00999450683594,0.08558283235324815,1433387.0,1468219.9,0.9762754203236178,2.263710693763364,0.03780643550831523
ASAHIINDIA,ASAHIINDIA.NS,Asahi India Glass Ltd.,Automobile and Auto Components,211589578752.0,Consumer Cyclical,Auto Parts,2026-03-14,2026-03-16,825.0,844.9000244140625,814.0499877929688,839.7000122070312,830.0,1.1686761695218317,44055.0,76091.95,0.5789705744168733,2.3906975508159602,0.4888431701128213
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Ltd.,Capital Goods,1002373251072.0,Industrials,Farm & Heavy Construction Machinery,2026-03-14,2026-03-16,169.3000030517578,174.89999389648438,168.6999969482422,172.77000427246094,170.64999389648438,1.2423149439211523,21337390.0,17795223.45,1.1990515353714202,2.5104288448297796,0.4948616434517537
ASIANPAINT,ASIANPAINT.NS,Asian Paints Ltd.,Consumer Durables,2105839976448.0,Basic Materials,Specialty Chemicals,2026-03-14,2026-03-16,2185.39990234375,2227.800048828125,2175.10009765625,2217.699951171875,2196.800048828125,0.9513793644942314,1111383.0,1117429.2,0.9945891873954967,1.4067780160416263,0.6762825077201663
ASTERDM,ASTERDM.NS,Aster DM Healthcare Ltd.,Healthcare,344853020672.0,Healthcare,Medical Care Facilities,2026-03-14,2026-03-16,665.0,668.0499877929688,633.3499755859375,649.2000122070312,666.9500122070312,-2.6613688694993476,2399923.0,853754.85,2.811021219967301,1.7900659128785685,1.4867435050029272
ASTRAZEN,ASTRAZEN.NS,AstraZenca Pharma India Ltd.,Healthcare,210025005056.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,8410.0,8450.0,8259.5,8375.5,8401.0,-0.3035352934174451,7396.0,4733.65,1.562430682454343,0.9332660513914961,0.32523983162665693
ASTRAL,ASTRAL.NS,Astral Ltd.,Capital Goods,433010376704.0,Industrials,Building Products & Equipment,2026-03-14,2026-03-16,1605.300048828125,1637.699951171875,1594.9000244140625,1619.699951171875,1611.800048828125,0.49012917883293206,514143.0,800609.85,0.6421892011446024,2.4694355460027695,0.19847822293896078
ATHERENERG,ATHERENERG.NS,Ather Energy Ltd.,Automobile and Auto Components,269575192576.0,Consumer Cyclical,Auto Manufacturers,2026-03-14,2026-03-16,700.0,723.4500122070312,684.4500122070312,713.2000122070312,705.0,1.1631222988696788,1761942.0,1458902.1,1.2077177762647677,1.6211445280159948,0.7174698361367833
ATUL,ATUL.NS,Atul Ltd.,Chemicals,190311514112.0,Basic Materials,Specialty Chemicals,2026-03-14,2026-03-16,6365.5,6436.0,6210.5,6256.0,6464.0,-3.2178217821782207,18805.0,26360.3,0.7133833833454096,1.8772885882277397,1.714079445406961
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Ltd.,Healthcare,753009295360.0,Healthcare,Drug Manufacturers - Specialty & Generic,2026-03-14,2026-03-16,1302.0,1314.0,1265.800048828125,1279.5999755859375,1296.5,-1.3035113315898572,1436681.0,1862171.55,0.771508403723599,1.7310111237131194,0.7530346360766011
AIIL,AIIL.NS,Authum Investment & Infrastructure Ltd.,Financial Services,403212238848.0,Financial Services,Capital Markets,2026-03-14,2026-03-16,464.0,470.0,437.1499938964844,464.1000061035156,474.79998779296875,-2.2535766563917314,1438015.0,1000577.8,1.4371845947411586,5.650917469246329,0.3987983665760906
DMART,DMART.NS,Avenue Supermarts Ltd.,Consumer Services,2495105728512.0,Consumer Defensive,Discount Stores,2026-03-14,2026-03-16,3824.300048828125,3834.800048828125,3736.10009765625,3817.89990234375,3834.300048828125,-0.4277220424986683,401280.0,407380.65,0.9850246937354535,1.261228243055235,0.3391313545774572
AXISBANK,AXISBANK.NS,Axis Bank Ltd.,Financial Services,3720286044160.0,Financial Services,Banks - Regional,2026-03-14,2026-03-16,1199.199951171875,1219.9000244140625,1180.0999755859375,1214.699951171875,1197.300048828125,1.4532616415392718,8743691.0,6608418.8,1.3231139346071712,1.7888876955761572,0.8123828260058615
BASF,BASF.NS,BASF India Ltd.,Chemicals,149915484160.0,Basic Materials,Specialty Chemicals,2026-03-14,2026-03-16,3450.0,3483.300048828125,3354.0,3465.699951171875,3463.39990234375,0.0664101430091435,19431.0,19925.0,0.9752070263488081,1.9630867716451421,0.03382944858493914
BEML,BEML.NS,BEML Ltd.,Capital Goods,127079784448.0,Industrials,Conglomerates,2026-03-14,2026-03-16,1521.0,1523.5999755859375,1475.0,1495.9000244140625,1525.4000244140625,-1.9339189411204827,245070.0,210708.1,1.1630782110417208,2.065010381033078,0.9365177816457207
BLS,BLS.NS,BLS International Services Ltd.,Consumer Services,101667110912.0,Industrials,Specialty Business Services,2026-03-14,2026-03-16,248.8000030517578,248.8000030517578,238.5,244.10000610351562,246.9499969482422,-1.1540760801563743,1135234.0,2527417.8,0.44916752584396613,2.73192396082037,0.4224407767959312
BSE,BSE.NS,BSE Ltd.,Financial Services,1135943090176.0,Financial Services,Financial Data & Stock Exchanges,2026-03-14,2026-03-16,2797.0,2888.0,2777.0,2862.60009765625,2797.0,2.3453735307919166,4332884.0,4655030.25,0.9307960995527366,2.7336485003336244,0.8579645592714933
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Ltd.,Automobile and Auto Components,2478366261248.0,Consumer Cyclical,Auto Manufacturers,2026-03-14,2026-03-16,8866.0,9103.5,8742.5,9073.0,8875.0,2.2309859154929557,580290.0,318186.75,1.823740303453868,2.0518025517915617,1.0873297304094576
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Ltd.,Financial Services,5315286269952.0,Financial Services,Credit Services,2026-03-14,2026-03-16,850.0999755859375,881.9000244140625,850.0999755859375,878.1500244140625,855.0499877929688,2.7016007193589875,8981872.0,7550413.35,1.18958679262242,1.8111891252372287,1.491617126955272
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,2776450203648.0,Financial Services,Financial Conglomerates,2026-03-14,2026-03-16,1738.0,1784.0,1729.0,1773.9000244140625,1738.0,2.0655940399345596,2085412.0,1129855.85,1.84573279856895,1.6698263108124893,1.2370113146255919
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Ltd.,Financial Services,1057956102144.0,Financial Services,Asset Management,2026-03-14,2026-03-16,9506.0,9691.0,9345.0,9631.0,9506.0,1.3149589732800226,46033.0,65143.4,0.7066410411492184,1.779707658761837,0.7388623445014867
BAJAJHFL,BAJAJHFL.NS,Bajaj Housing Finance Ltd.,Financial Services,684199575552.0,Financial Services,Mortgage Finance,2026-03-14,2026-03-16,82.0,82.12000274658203,79.83000183105469,81.30999755859375,82.1500015258789,-1.0225245912144465,8009738.0,4699142.7,1.7045104844336818,0.9269932257566539,1.1030550847659275
BALKRISIND,BALKRISIND.NS,Balkrishna Industries Ltd.,Automobile and Auto Components,430266056704.0,Consumer Cyclical,Auto Parts,2026-03-14,2026-03-16,2193.0,2225.699951171875,2113.39990234375,2165.800048828125,2225.699951171875,-2.691283805447875,228941.0,158978.05,1.440079306545778,2.009788844435494,1.3390878414412726
BALRAMCHIN,BALRAMCHIN.NS,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,98214166528.0,Consumer Defensive,Confectioners,2026-03-14,2026-03-16,486.0,487.45001220703125,475.0,483.20001220703125,486.0,-0.5761291755079778,703632.0,969739.9,0.725588376842079,2.633003488539802,0.21881063888277819
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Ltd.,Financial Services,282725482496.0,Financial Services,Banks - Regional,2026-03-14,2026-03-16,175.0,176.3800048828125,153.94000244140625,162.5399932861328,175.5,-7.384619210180732,36300430.0,10835686.15,3.3500813421031026,2.988950791324284,2.4706392730235964
BANKBARODA,BANKBARODA.NS,Bank of Baroda,Financial Services,1453411270656.0,Financial Services,Banks - Regional,2026-03-14,2026-03-16,280.0,282.5,272.5,279.95001220703125,281.04998779296875,-0.39138076275163636,9549947.0,10936495.8,0.8732181838354475,2.1398760903211973,0.18289879704805234
BANKINDIA,BANKINDIA.NS,Bank of India,Financial Services,683810684928.0,Financial Services,Banks - Regional,2026-03-14,2026-03-16,149.0,151.83999633789062,146.8800048828125,150.6699981689453,150.1999969482422,0.3129169309271651,10436950.0,10121523.25,1.0311639604246328,2.4081464389468468,0.12994098941259274
MAHABANK,MAHABANK.NS,Bank of Maharashtra,Financial Services,492951732224.0,Financial Services,Banks - Regional,2026-03-14,2026-03-16,63.900001525878906,64.26000213623047,61.900001525878906,63.33000183105469,64.08999633789062,-1.1858239198971887,18675581.0,26551545.15,0.7033707791578375,3.196949269187511,0.3709235962316537
BATAINDIA,BATAINDIA.NS,Bata India Ltd.,Consumer Durables,89892159488.0,Consumer Cyclical,Footwear & Accessories,2026-03-14,2026-03-16,699.5,700.5999755859375,672.0,677.9500122070312,699.4000244140625,-3.0669161364415776,390009.0,157811.6,2.4713582524985487,1.6141426944158748,1.9000278891398952
BAYERCROP,BAYERCROP.NS,Bayer Cropscience Ltd.,Chemicals,202633543680.0,Basic Materials,Agricultural Inputs,2026-03-14,2026-03-16,4469.89990234375,4565.0,4323.0,4516.7001953125,4506.10009765625,0.23523884127125694,21676.0,16020.55,1.3530122249236138,1.5902886749257046,0.14792210054708896
BERGEPAINT,BERGEPAINT.NS,Berger Paints India Ltd.,Consumer Durables,476648177664.0,Basic Materials,Specialty Chemicals,2026-03-14,2026-03-16,405.0,407.70001220703125,391.1000061035156,404.5,407.79998779296875,-0.8092172368195594,457338.0,394988.5,1.157851431117615,1.2647945528053304,0.639801329808628
BDL,BDL.NS,Bharat Dynamics Ltd.,Capital Goods,480930004992.0,Industrials,Aerospace & Defense,2026-03-14,2026-03-16,1309.0,1312.0,1264.0999755859375,1284.0,1312.0,-2.1341463414634165,1170369.0,1623451.25,0.7209141635759004,2.413558265344461,0.8842323684938399
BEL,BEL.NS,Bharat Electronics Ltd.,Capital Goods,3211916738560.0,Industrials,Aerospace & Defense,2026-03-14,2026-03-16,431.8999938964844,437.79998779296875,422.25,429.5,439.3999938964844,-2.2530710136551946,22321405.0,19024824.1,1.1732778648923223,1.8747305950889053,1.2018105532375691
BHARATFORG,BHARATFORG.NS,Bharat Forge Ltd.,Automobile and Auto Components,800846249984.0,Consumer Cyclical,Auto Parts,2026-03-14,2026-03-16,1675.0999755859375,1717.4000244140625,1650.0,1697.0,1675.0999755859375,1.3073861102769202,905024.0,1666954.95,0.5429204910426644,2.230518645075245,0.5861354771292738
BHEL,BHEL.NS,Bharat Heavy Electricals Ltd.,Capital Goods,900113367040.0,Industrials,Specialty Industrial Machinery,2026-03-14,2026-03-16,257.04998779296875,260.79998779296875,248.89999389648438,253.5,258.5,-1.934235976789167,7966522.0,11175876.95,0.712831935752478,2.4020175170521414,0.805254734013324
BPCL,BPCL.NS,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,1385284763648.0,Energy,Oil & Gas Refining & Marketing,2026-03-14,2026-03-16,314.8999938964844,318.45001220703125,301.1000061035156,304.95001220703125,319.29998779296875,-4.494198601486287,18587690.0,10435285.5,1.7812344472990222,2.354827758997057,1.908504171617379
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Ltd.,Telecommunication,10985360326656.0,Communication Services,Telecom Services,2026-03-14,2026-03-16,1798.0,1804.9000244140625,1770.9000244140625,1788.800048828125,1803.4000244140625,-0.8095805361143404,14261180.0,9336907.35,1.5273986841049676,1.2729975868163759,0.6359639205122223
BHARTIHEXA,BHARTIHEXA.NS,Bharti Hexacom Ltd.,Telecommunication,736249970688.0,Communication Services,Telecom Services,2026-03-14,2026-03-16,1472.5,1498.5999755859375,1450.0,1486.4000244140625,1472.5,0.9439744933149363,140665.0,95660.25,1.4704644823738178,1.4528927373999019,0.6497207047811898
BIKAJI,BIKAJI.NS,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,151220174848.0,Consumer Defensive,Packaged Foods,2026-03-14,2026-03-16,604.5,624.9500122070312,592.5499877929688,623.3499755859375,603.4500122070312,3.2976987283710457,192089.0,140994.9,1.362382611002242,1.4139325034156687,2.3322886491432375
BIOCON,BIOCON.NS,Biocon Ltd.,Healthcare,621094502400.0,Healthcare,Biotechnology,2026-03-14,2026-03-16,383.0,387.8999938964844,369.1000061035156,377.04998779296875,383.54998779296875,-1.6946943571560125,2652265.0,3039434.25,0.8726179880351088,1.2519591823555818,1.3536338732445072
BSOFT,BSOFT.NS,Birlasoft Ltd.,Information Technology,100656979968.0,Technology,Information Technology Services,2026-03-14,2026-03-16,360.0,360.70001220703125,340.04998779296875,348.6000061035156,360.1499938964844,-3.206993749467757,1296864.0,1694231.05,0.7654587607752791,2.262377510286188,1.4175325448059624
BLUEDART,BLUEDART.NS,Blue Dart Express Ltd.,Services,123847950336.0,Industrials,Integrated Freight & Logistics,2026-03-14,2026-03-16,5205.0,5217.0,5029.0,5110.5,5219.5,-2.0883226362678364,13894.0,8044.4,1.7271642384764558,1.2654268797317756,1.6502910359470828
